sample length
ERX5469999 747
ERX5470000 747
ERX5470001 747
ERX5470002 747
ERX5470003 747
ERX5470004 747
ERX5470005 747
ERX5470006 747
ERX5470007 747
ERX5470008 747
ERX5470009 747
ERX5470010 710
ERX5470011 747
ERX5470012 747
ERX5470013 747
ERX5470014 747
ERX5470015 747
ERX5470016 472
ERX5470017 747
ERX5470955 1332
ERX551093 4455
ERX551096 4455
ERX551099 3368
ERX551102 4455
ERX551106 4455
ERX551107 4457
ERX551110 4455
ERX551110 821
ERX551113 4455
ERX551119 4450
ERX551119 710
ERX551124 4455
ERX551124 821
ERX551126 4455
ERX551127 4457
ERX551128 4455
ERX551130 4459
ERX551134 4455
ERX551136 4178
ERX551136 821
ERX551139 4455
ERX551141 4455
ERX551143 4455
ERX551144 4455
ERX551146 4455
ERX551149 4455
ERX551152 1085
ERX551152 4455
ERX551153 710
ERX551154 4455
ERX551158 4457
ERX551160 4455
ERX551160 821
ERX551163 4455
ERX551164 4455
ERX551167 4455
ERX551171 4455
ERX551175 4107
ERX551175 710
ERX551179 4456
ERX551182 4455
ERX551184 4457
ERX551185 4455
ERX551186 4455
ERX551188 1292
ERX551188 4455
ERX551191 710
ERX551192 4455
ERX551192 821
ERX551194 4455
ERX551195 4455
ERX551197 4455
ERX551198 4455
ERX551198 821
ERX551199 1212
ERX551199 1244
ERX551199 1948
ERX551199 3188
ERX551201 4455
ERX551203 1975
ERX551203 4455
ERX551204 4457
ERX551205 1226
ERX551206 4455
ERX551206 821
ERX551207 710
ERX551208 4457
ERX551208 821
ERX551212 4455
ERX551214 4455
ERX551214 821
ERX551554 4451
ERX551554 710
ERX551556 821
ERX551560 4447
ERX551560 710
ERX551562 4450
ERX551562 710
ERX551566 4455
ERX551567 4457
ERX551570 4445
ERX551570 821
ERX551572 710
ERX551575 4455
ERX551581 4455
ERX551584 4455
ERX551586 710
ERX551587 917
ERX551588 4455
ERX551589 4455
ERX551591 4455
ERX551591 821
ERX551592 4455
ERX551593 158
ERX551593 4455
ERX551594 4457
ERX551597 4446
ERX551599 4327
ERX551599 821
ERX551601 4455
ERX551602 4455
ERX551797 4455
ERX551801 747
ERX551803 710
ERX551810 4455
ERX551812 4457
ERX551812 821
ERX551815 4457
ERX551817 4114
ERX551817 710
ERX551818 4455
ERX551818 821
ERX552019 1050
ERX552019 1244
ERX552019 3381
ERX552022 4455
ERX552023 4455
ERX552024 4455
ERX552026 1215
ERX552026 4455
ERX552027 4455
ERX552037 4455
ERX552042 4455
ERX552043 4455
ERX552046 710
ERX552047 4455
ERX552048 4455
ERX552050 4455
ERX552051 4455
ERX552053 158
ERX552053 4455
ERX552055 4455
ERX552059 4455
ERX552059 821
ERX552060 4455
ERX552062 1238
ERX552062 4441
ERX552067 4457
ERX552073 4455
ERX552074 4457
ERX552077 4455
ERX552077 821
ERX552078 4455
ERX552081 4455
ERX552082 4455
ERX552084 4455
ERX552084 821
ERX552101 4455
ERX552105 4457
ERX552106 4455
ERX552110 4455
ERX552110 821
ERX552113 1085
ERX552113 4327
ERX552114 4455
ERX552114 827
ERX552118 4455
ERX552119 4455
ERX552120 4455
ERX552121 4455
ERX552126 356
ERX552128 4045
ERX552133 160
ERX552138 4455
ERX552140 4455
ERX552141 4455
ERX552143 4455
ERX552148 1539
ERX552148 2862
ERX552148 821
ERX552152 4455
ERX552153 4457
ERX552158 4455
ERX552158 821
ERX552161 4455
ERX552162 4455
ERX552163 4455
ERX552173 4455
ERX552176 4108
ERX552176 710
ERX552177 4455
ERX552185 4455
ERX552186 4455
ERX552189 4450
ERX552189 710
ERX552192 1559
ERX552192 4456
ERX552194 4457
ERX552197 4457
ERX552202 4455
ERX552205 4455
ERX552207 341
ERX552207 427
ERX552207 61
ERX552212 4455
ERX552215 4455
ERX552216 4457
ERX552220 710
ERX552226 4455
ERX552230 4455
ERX552234 1292
ERX552234 4455
ERX554485 2811
ERX554485 821
ERX555693 4455
ERX555695 4455
ERX555696 4455
ERX556638 747
ERX556639 747
ERX556640 747
ERX556641 710
ERX556642 747
ERX556643 710
ERX556644 4441
ERX556644 710
ERX556645 4441
ERX556645 710
ERX556646 4441
ERX556646 710
ERX556647 747
ERX556648 747
ERX556658 747
ERX556659 4450
ERX556659 710
ERX556668 4455
ERX556668 821
ERX556669 4455
ERX556669 821
ERX556672 710
ERX556673 710
ERX556740 710
ERX556742 710
ERX556748 710
ERX556784 3948
ERX556787 2816
ERX556798 710
ERX556799 710
ERX556800 4441
ERX556800 710
ERX556802 710
ERX556803 4307
ERX556813 369
ERX556813 4207
ERX556813 527
ERX556814 157
ERX556838 4206
ERX556840 4206
ERX556841 4206
ERX556846 4455
ERX556849 1250
ERX556849 4205
ERX556849 821
ERX5624515 710
ERX5624516 710
ERX5736854 4455
ERX5736855 4455
ERX5736856 1191
ERX5757461 710
ERX5757462 710
ERX5757463 710
ERX594394 710
ERX594395 710
ERX594396 710
ERX594397 710
ERX594398 710
ERX594399 710
ERX594400 710
ERX594401 710
ERX594402 710
ERX594403 710
ERX594404 710
ERX594405 710
ERX594406 710
ERX6128811 747
ERX635172 747
ERX635173 747
ERX635174 747
ERX635175 747
ERX635176 747
ERX635177 747
ERX635178 747
ERX635179 747
ERX635180 747
ERX635181 747
ERX635182 747
ERX635183 747
ERX646169 1332
ERX646182 747
ERX646199 1420
ERX646199 3948
ERX646200 4450
ERX646200 710
ERX646205 710
ERX646206 160
ERX646208 710
ERX646213 710
ERX646223 710
ERX646227 710
ERX646231 3772
ERX646234 909
ERX646249 710
ERX646254 4444
ERX646257 747
ERX646269 710
ERX646272 4450
ERX646272 710
ERX646278 4450
ERX646278 710
ERX646280 4340
ERX646280 710
ERX646280 72
ERX646308 2794
ERX646309 3830
ERX646313 747
ERX646318 710
ERX646332 2813
ERX646337 710
ERX646362 4444
ERX646362 747
ERX646364 160
ERX646364 710
ERX646382 4450
ERX646382 710
ERX646390 1332
ERX646390 710
ERX646393 710
ERX646411 1244
ERX646427 710
ERX646432 1313
ERX646433 710
ERX646441 710
ERX646442 710
ERX646458 710
ERX646463 747
ERX646471 710
ERX646473 747
ERX646478 747
ERX646479 72
ERX646909 4455
ERX646927 3951
ERX646928 3951
ERX6471647 747
ERX6471648 747
ERX6471651 710
ERX6471652 710
ERX6471653 747
ERX6471654 747
ERX6471655 4334
ERX6471657 3838
ERX6471658 3836
ERX652574 747
ERX652608 4460
ERX652614 4459
ERX652616 4441
ERX652616 710
ERX652618 710
ERX652619 1332
ERX652620 4444
ERX652620 710
ERX652623 4458
ERX652636 1218
ERX652638 747
ERX652641 710
ERX652644 747
ERX652647 4462
ERX652649 4458
ERX652650 4441
ERX652652 4460
ERX652653 4441
ERX652654 4458
ERX652655 710
ERX652656 2151
ERX652657 4462
ERX652661 4458
ERX652663 2151
ERX652664 710
ERX652666 4441
ERX652667 1306
ERX652673 1332
ERX652673 4458
ERX652676 4441
ERX652676 710
ERX652677 710
ERX652683 4461
ERX652684 4460
ERX652690 4457
ERX652692 710
ERX652696 509
ERX652699 710
ERX652701 710
ERX652703 710
ERX652726 4461
ERX652728 4457
ERX652728 710
ERX652729 1218
ERX652731 710
ERX652736 747
ERX652741 2660
ERX652743 710
ERX652749 4120
ERX652749 72
ERX652750 710
ERX652753 710
ERX652758 4461
ERX652760 710
ERX652760 72
ERX652762 710
ERX652770 4460
ERX652771 747
ERX652772 710
ERX652780 710
ERX652781 710
ERX6560411 4455
ERX6560423 3747
ERX6560424 3747
ERX6560446 4441
ERX6560452 4455
ERX6560455 4441
ERX6560461 4455
ERX6560468 72
ERX6560468 747
ERX6560471 72
ERX6560471 747
ERX6560474 4441
ERX6560477 4441
ERX6560483 710
ERX6560490 4451
ERX6560496 4450
ERX6560496 710
ERX6560507 4441
ERX6560520 2054
ERX6560520 4441
ERX6560705 4458
ERX6560705 747
ERX6560707 1352
ERX6560709 1352
ERX6560868 4460
ERX6560868 747
ERX6560871 4455
ERX6560872 710
ERX6560889 710
ERX6560890 2151
ERX6560891 4455
ERX6560892 4455
ERX6560893 4455
ERX6560893 710
ERX6560894 4455
ERX6560895 4455
ERX6560913 4441
ERX6560914 2137
ERX6560915 2137
ERX6560916 4448
ERX6560918 4448
ERX6560919 1044
ERX6560919 1154
ERX6560919 4457
ERX6560938 710
ERX657927 341
ERX657927 4446
ERX657927 488
ERX657950 3957
ERX657951 710
ERX657954 341
ERX657954 488
ERX657955 710
ERX657969 4441
ERX657971 2955
ERX657972 2955
ERX657974 4450
ERX657979 710
ERX657980 710
ERX658663 710
ERX658667 2812
ERX658667 710
ERX658677 4441
ERX658704 757
ERX658711 3948
ERX658712 3948
ERX658713 3948
ERX658714 3948
ERX658723 710
ERX658724 710
ERX658725 3948
ERX658727 3948
ERX658737 172
ERX658737 2587
ERX658738 2803
ERX658744 1244
ERX658765 1238
ERX658765 747
ERX658766 710
ERX658767 710
ERX658769 4450
ERX658769 710
ERX658774 710
ERX658779 710
ERX658780 747
ERX658785 1332
ERX658785 710
ERX658786 72
ERX658789 710
ERX658791 922
ERX658796 4444
ERX658804 3948
ERX658827 710
ERX658829 160
ERX658838 710
ERX658853 3959
ERX658869 4448
ERX658871 710
ERX658882 710
ERX658885 4441
ERX658890 4441
ERX658897 747
ERX658900 160
ERX658902 1360
ERX658905 710
ERX658909 4107
ERX658909 710
ERX658911 4441
ERX658920 4441
ERX658928 710
ERX658930 1313
ERX658967 4441
ERX658968 160
ERX658968 710
ERX658972 3948
ERX658975 710
ERX658981 400
ERX658994 710
ERX658997 747
ERX659014 1352
ERX659019 2151
ERX659021 710
ERX659022 710
ERX659026 710
ERX659031 4441
ERX659041 3831
ERX659042 4455
ERX659044 2378
ERX659050 4107
ERX659050 710
ERX659057 4441
ERX659058 4441
ERX659059 710
ERX659062 4107
ERX659062 710
ERX659064 3948
ERX659068 710
ERX659073 2796
ERX659076 2808
ERX659078 1316
ERX659078 3948
ERX659082 4441
ERX659086 4441
ERX659094 400
ERX659105 2816
ERX659108 4441
ERX659113 747
ERX659114 747
ERX659115 747
ERX659121 1332
ERX659127 4450
ERX659127 710
ERX659149 747
ERX659150 710
ERX659152 710
ERX659157 4441
ERX659162 1316
ERX659162 3948
ERX659178 710
ERX659182 747
ERX659184 747
ERX659186 747
ERX659192 710
ERX659199 710
ERX659207 710
ERX659217 710
ERX659225 710
ERX659230 4450
ERX659236 710
ERX659261 710
ERX659262 710
ERX659263 747
ERX659267 72
ERX659275 710
ERX659282 1316
ERX659282 3948
ERX659283 1316
ERX659283 2985
ERX659293 4441
ERX659295 1332
ERX659306 710
ERX659310 4441
ERX659315 4441
ERX659319 1316
ERX659319 3948
ERX659323 747
ERX659325 747
ERX659343 2794
ERX659359 3948
ERX659364 3948
ERX659369 710
ERX659582 4461
ERX659587 72
ERX659592 1150
ERX659594 4461
ERX659596 747
ERX659604 4457
ERX659610 1352
ERX659614 4460
ERX659617 4457
ERX659619 710
ERX659620 710
ERX659632 710
ERX659635 710
ERX659639 4441
ERX659639 710
ERX659644 4458
ERX659645 4441
ERX659646 4460
ERX659647 4458
ERX659648 4457
ERX659651 710
ERX659653 4123
ERX659653 72
ERX659656 747
ERX659658 710
ERX660871 4442
ERX660884 4105
ERX660884 710
ERX660887 2151
ERX660891 1170
ERX660893 710
ERX660910 1169
ERX660910 3293
ERX660928 172
ERX660928 4441
ERX660949 4442
ERX6692325 747
ERX6692348 710
ERX6692352 710
ERX6696638 4450
ERX6696638 710
ERX6732077 747
ERX6732081 747
ERX6732084 747
ERX6732100 710
ERX6732108 747
ERX6732112 4460
ERX6732125 710
ERX6732131 710
ERX6732132 747
ERX6732137 813
ERX6732144 1226
ERX6732146 710
ERX6732149 747
ERX6732158 747
ERX6732160 747
ERX6732162 747
ERX6732165 710
ERX6732171 710
ERX6732190 747
ERX6732195 710
ERX6732199 747
ERX6732200 1332
ERX6732205 1332
ERX6732205 167
ERX6732207 747
ERX6732208 747
ERX6732215 747
ERX6732222 747
ERX6732223 747
ERX6732226 747
ERX6732242 747
ERX6732245 710
ERX6732248 710
ERX6732251 747
ERX6732262 779
ERX6732263 747
ERX6732266 747
ERX674898 710
ERX674899 710
ERX674902 1420
ERX674902 3948
ERX674903 1420
ERX674905 710
ERX674973 169
ERX674974 4461
ERX674975 710
ERX674982 4461
ERX674986 4461
ERX674987 4448
ERX674991 4461
ERX674995 710
ERX674996 4461
ERX674998 710
ERX674999 710
ERX675000 4441
ERX675000 710
ERX675001 710
ERX675002 4441
ERX675002 710
ERX675004 747
ERX675005 4461
ERX675007 1352
ERX675010 1211
ERX675010 1332
ERX675010 3169
ERX675011 4461
ERX675013 1352
ERX675013 747
ERX675023 710
ERX675025 72
ERX675025 747
ERX675027 1352
ERX675030 710
ERX675031 1285
ERX675032 1352
ERX675033 1285
ERX675034 710
ERX675035 1285
ERX675036 1352
ERX675037 1352
ERX675039 1352
ERX675040 710
ERX675042 1332
ERX675042 4458
ERX675043 4441
ERX675044 72
ERX675045 710
ERX675049 710
ERX675050 4441
ERX675052 1285
ERX675053 710
ERX675060 4441
ERX675060 710
ERX676508 4459
ERX676509 4463
ERX676512 3682
ERX676514 4459
ERX676518 3615
ERX676518 651
ERX676519 4460
ERX676522 4462
ERX676524 4460
ERX676526 3646
ERX676527 4207
ERX676529 4256
ERX676531 3658
ERX676531 739
ERX676532 4460
ERX676533 3665
ERX676533 728
ERX676536 4458
ERX676537 4458
ERX676538 3576
ERX676538 738
ERX676541 4458
ERX676542 3659
ERX676542 726
ERX676543 4460
ERX676544 4460
ERX676546 4264
ERX676548 4346
ERX676551 4457
ERX676552 3604
ERX676553 4457
ERX676554 1352
ERX676554 3088
ERX676554 728
ERX676555 1352
ERX676556 4291
ERX676559 4457
ERX676560 1352
ERX676560 4283
ERX676561 3643
ERX676561 754
ERX676562 1352
ERX676562 3112
ERX676563 4456
ERX676564 4457
ERX676565 4459
ERX676566 4457
ERX676567 3579
ERX676567 572
ERX676568 1155
ERX676568 4455
ERX676569 1155
ERX676569 3955
ERX676570 3326
ERX676570 612
ERX676571 1155
ERX676571 3955
ERX676572 1352
ERX676572 3945
ERX676580 4458
ERX676581 1483
ERX676581 2950
ERX6794346 3710
ERX6794349 1148
ERX6794349 72
ERX6794752 710
ERX6794789 747
ERX6794802 156
ERX6794805 156
ERX6794817 72
ERX6794830 710
ERX6794873 72
ERX6794909 3710
ERX6794918 710
ERX6794942 72
ERX6794951 747
ERX6794972 4445
ERX6794984 747
ERX6794999 4455
ERX6795001 710
ERX6795005 710
ERX6795011 710
ERX6795817 747
ERX6795819 747
ERX6795821 4455
ERX6795823 4455
ERX6795824 72
ERX6795824 747
ERX6795846 72
ERX6795846 747
ERX6795847 747
ERX6795848 4455
ERX6795849 4455
ERX6795994 4455
ERX6796014 4455
ERX6796020 1305
ERX680635 710
ERX680636 710
ERX680641 1420
ERX680641 3948
ERX680642 710
ERX680644 4444
ERX680651 1147
ERX680651 2813
ERX680655 710
ERX680656 710
ERX680665 2660
ERX680666 710
ERX680669 710
ERX680670 4444
ERX680670 710
ERX680676 710
ERX680685 4450
ERX680685 710
ERX680689 4450
ERX680690 4450
ERX680712 710
ERX680719 2816
ERX680733 747
ERX680743 4450
ERX680749 1316
ERX680749 3948
ERX680757 3772
ERX680764 747
ERX680767 710
ERX680773 710
ERX680796 4441
ERX680796 710
ERX680799 3772
ERX680811 1316
ERX680811 3948
ERX680826 4444
ERX680826 747
ERX680839 710
ERX680844 747
ERX680845 710
ERX680846 4444
ERX680846 747
ERX680847 4105
ERX680847 710
ERX680855 710
ERX680861 4106
ERX680861 710
ERX680866 4450
ERX680866 710
ERX680867 710
ERX680874 4450
ERX680874 710
ERX680875 160
ERX680875 710
ERX680883 710
ERX680903 710
ERX680904 710
ERX680910 710
ERX680921 4441
ERX680942 4450
ERX680942 710
ERX680943 710
ERX680948 4450
ERX680948 710
ERX680950 1324
ERX680955 710
ERX680961 1244
ERX680970 710
ERX680974 912
ERX680984 4444
ERX680985 4450
ERX680985 61
ERX680985 710
ERX680992 4450
ERX681007 4450
ERX681013 4448
ERX681014 3772
ERX681015 710
ERX681016 2663
ERX681019 4418
ERX681022 4450
ERX681022 710
ERX681023 710
ERX681033 160
ERX681038 2816
ERX681050 710
ERX681052 747
ERX681063 1316
ERX681063 3948
ERX681067 1332
ERX681069 4450
ERX681069 710
ERX681099 160
ERX681099 710
ERX681100 2794
ERX681115 4441
ERX681124 1244
ERX681130 747
ERX681146 4463
ERX681153 710
ERX681155 4463
ERX681157 710
ERX681159 710
ERX681160 4450
ERX681167 710
ERX681172 710
ERX681175 710
ERX681194 747
ERX681203 710
ERX681210 4450
ERX681210 710
ERX681217 710
ERX681219 4441
ERX681228 710
ERX681230 710
ERX681233 4441
ERX681257 4450
ERX681257 710
ERX681260 1324
ERX681262 710
ERX681271 1244
ERX681280 4441
ERX681281 710
ERX681283 4441
ERX681289 3772
ERX681300 1316
ERX681300 3948
ERX681303 4450
ERX681303 710
ERX681308 710
ERX681311 710
ERX681330 3948
ERX681335 747
ERX681337 4441
ERX686560 710
ERX686563 2796
ERX686585 710
ERX686595 710
ERX686606 160
ERX686606 4441
ERX686622 710
ERX686630 710
ERX686637 3959
ERX686646 3948
ERX686647 4450
ERX686647 710
ERX686653 710
ERX686654 2452
ERX686661 1352
ERX686662 1293
ERX686662 1365
ERX686665 2068
ERX686665 747
ERX686674 1285
ERX686675 4447
ERX686675 710
ERX686677 710
ERX686680 710
ERX686684 710
ERX686687 1352
ERX686687 4441
ERX686687 747
ERX686693 747
ERX686696 1352
ERX686696 710
ERX686697 1332
ERX686708 710
ERX686716 1352
ERX686717 710
ERX686720 1306
ERX686730 747
ERX686733 710
ERX686735 4441
ERX686735 710
ERX686737 1424
ERX686737 3946
ERX686742 1285
ERX686746 710
ERX686747 172
ERX686750 1352
ERX686752 747
ERX686755 747
ERX686759 1297
ERX686763 710
ERX686764 4460
ERX686772 4458
ERX686773 1134
ERX686778 3831
ERX686781 1202
ERX686781 710
ERX686782 2067
ERX686782 747
ERX686790 4545
ERX686792 710
ERX686795 4460
ERX686801 747
ERX686802 710
ERX686806 2068
ERX686806 747
ERX686812 1352
ERX686815 747
ERX686819 710
ERX686820 1306
ERX686826 710
ERX686827 747
ERX686828 1253
ERX686830 4441
ERX686830 710
ERX686835 4506
ERX686837 1352
ERX686840 4441
ERX686842 4441
ERX686845 4460
ERX686849 3831
ERX686849 710
ERX686851 710
ERX686852 4324
ERX686852 747
ERX686853 4324
ERX686853 747
ERX686861 747
ERX686867 3831
ERX686868 2816
ERX686869 4547
ERX686872 710
ERX686874 710
ERX686877 4441
ERX686877 710
ERX686878 710
ERX686881 747
ERX686882 172
ERX686882 4441
ERX686886 747
ERX686889 172
ERX686893 747
ERX686896 710
ERX686904 1637
ERX686904 578
ERX686904 710
ERX686904 951
ERX686904 989
ERX686908 747
ERX686910 4460
ERX686912 4545
ERX686917 747
ERX686918 4441
ERX686922 747
ERX6909277 766
ERX6909278 710
ERX6909283 757
ERX6909285 757
ERX6909297 4442
ERX6909316 710
ERX6909318 710
ERX6909320 710
ERX6909322 710
ERX6909324 710
ERX6909325 710
ERX6909327 710
ERX6909328 710
ERX6909329 710
ERX6909330 710
ERX6909331 710
ERX6909332 710
ERX6909333 710
ERX6909334 710
ERX6909335 710
ERX6909336 710
ERX6909348 4455
ERX6909371 710
ERX6909376 710
ERX6909379 710
ERX6909380 710
ERX6909386 4503
ERX6909386 747
ERX6909386 821
ERX6909387 747
ERX6909389 4503
ERX6909389 747
ERX6909397 757
ERX694878 710
ERX694881 747
ERX694882 4450
ERX694883 4460
ERX694884 1285
ERX694884 4456
ERX694888 710
ERX694890 710
ERX694896 710
ERX694897 710
ERX694901 710
ERX694902 4324
ERX694902 747
ERX694905 710
ERX694906 2067
ERX694906 747
ERX694907 710
ERX694909 4324
ERX694909 710
ERX694913 747
ERX694915 4460
ERX694917 4545
ERX694921 710
ERX694922 4460
ERX694923 2067
ERX694925 710
ERX694928 4107
ERX694928 710
ERX694929 710
ERX694933 1211
ERX694933 1285
ERX694933 3167
ERX694935 710
ERX694940 3831
ERX694941 4447
ERX694944 710
ERX694946 3269
ERX694946 710
ERX694947 4460
ERX694950 747
ERX694952 710
ERX694953 4450
ERX694953 710
ERX694954 1211
ERX694954 1285
ERX694954 3167
ERX694955 2067
ERX694956 821
ERX694960 710
ERX694963 4107
ERX694963 710
ERX694964 4441
ERX694964 710
ERX694966 710
ERX694967 710
ERX694968 4441
ERX694970 4460
ERX694971 4460
ERX7004132 157
ERX7004132 4464
ERX7004133 710
ERX7004134 1758
ERX7004134 2376
ERX7004134 2465
ERX7004134 821
ERX7004136 4455
ERX7004137 1081
ERX7004137 4455
ERX7004138 3758
ERX7004139 158
ERX7004139 1948
ERX7004139 4455
ERX7004139 742
ERX7004141 1292
ERX7004141 4303
ERX7004142 4455
ERX7004145 821
ERX7004146 1948
ERX7004146 4455
ERX7004147 3475
ERX7004147 821
ERX7004147 979
ERX7004148 4455
ERX7004150 742
ERX7004151 302
ERX7004151 4295
ERX7004151 742
ERX7004151 821
ERX7004152 4457
ERX7004153 3593
ERX7004153 688
ERX7004154 4455
ERX7004155 4455
ERX7004156 4446
ERX7004156 821
ERX7004158 4459
ERX7004159 4455
ERX7021780 4459
ERX7021780 61
ERX7021785 1212
ERX7021785 4455
ERX7021785 747
ERX7021785 918
ERX7021786 815
ERX7021787 747
ERX7021790 1911
ERX7021790 3113
ERX7021790 61
ERX7021791 1297
ERX7021794 1249
ERX7021797 3113
ERX7021799 4459
ERX7021799 61
ERX7021802 3113
ERX7021805 710
ERX7021810 3207
ERX7021816 821
ERX7021820 747
ERX7021822 747
ERX7021823 3747
ERX7021825 747
ERX7021827 4444
ERX7021827 747
ERX7021830 710
ERX7021835 4444
ERX7021835 710
ERX7021839 4444
ERX7021839 747
ERX7021840 4441
ERX7021840 710
ERX7021841 4441
ERX7021841 710
ERX7021842 710
ERX7021843 710
ERX7021844 710
ERX7021847 3747
ERX7021848 1303
ERX7021853 4459
ERX7021854 4206
ERX7021855 343
ERX7021856 747
ERX7021858 1262
ERX7021858 3948
ERX7021863 4455
ERX7021867 1325
ERX7021869 3113
ERX7021870 3672
ERX7021874 4458
ERX7021876 3672
ERX7021885 1262
ERX7021885 3951
ERX7021886 747
ERX7021889 3081
ERX7021889 821
ERX712395 710
ERX712396 710
ERX712397 747
ERX712399 710
ERX712400 710
ERX712401 710
ERX712402 710
ERX712403 710
ERX712404 747
ERX712405 747
ERX712406 710
ERX712407 710
ERX712408 747
ERX712410 747
ERX712412 710
ERX712413 710
ERX712414 747
ERX712415 710
ERX712416 523
ERX712417 710
ERX712418 495
ERX712419 710
ERX712420 495
ERX712421 710
ERX717638 710
ERX717672 4461
ERX717690 1332
ERX717690 4458
ERX717700 710
ERX717705 747
ERX717708 747
ERX717714 710
ERX717715 711
ERX717716 747
ERX717717 710
ERX717717 917
ERX717719 4455
ERX717722 710
ERX717722 917
ERX717726 710
ERX717728 4441
ERX717728 710
ERX717729 747
ERX717732 710
ERX717732 917
ERX717733 747
ERX717736 710
ERX717745 710
ERX717748 747
ERX717751 3423
ERX717751 747
ERX717754 710
ERX717759 747
ERX717769 710
ERX717771 710
ERX717774 710
ERX717777 710
ERX717788 710
ERX717790 710
ERX717791 3036
ERX717792 710
ERX717793 747
ERX717796 710
ERX717800 710
ERX717802 4206
ERX717805 710
ERX717808 3459
ERX717808 710
ERX717810 710
ERX717812 710
ERX717813 4206
ERX717814 710
ERX717820 710
ERX717823 4441
ERX717823 710
ERX717825 747
ERX717826 3461
ERX717826 710
ERX717830 2482
ERX717832 3461
ERX717832 710
ERX717834 710
ERX717838 710
ERX717842 747
ERX717844 710
ERX717845 747
ERX717847 3423
ERX717847 747
ERX717848 710
ERX717853 710
ERX717856 710
ERX717858 710
ERX717858 917
ERX717861 710
ERX717862 710
ERX717866 747
ERX717870 710
ERX717877 710
ERX717879 3459
ERX717879 710
ERX717883 747
ERX717885 710
ERX717887 710
ERX717888 747
ERX717889 710
ERX717893 710
ERX717899 710
ERX717902 710
ERX717903 747
ERX717906 4455
ERX717908 710
ERX717909 710
ERX717910 747
ERX717911 747
ERX717917 4441
ERX717917 710
ERX717918 710
ERX717924 747
ERX717925 3459
ERX717925 710
ERX717926 3423
ERX717926 710
ERX717939 747
ERX717943 710
ERX717948 710
ERX717949 747
ERX717950 3461
ERX717950 710
ERX717951 747
ERX717955 710
ERX717962 3423
ERX717962 710
ERX717966 747
ERX717969 710
ERX717974 4206
ERX717976 710
ERX717993 710
ERX718000 710
ERX718002 710
ERX718003 710
ERX718012 4441
ERX718012 710
ERX718015 710
ERX718019 747
ERX7250337 710
ERX7250345 710
ERX7250360 710
ERX7651559 4450
ERX7651559 710
ERX7651650 341
ERX7651650 4446
ERX7651650 488
ERX7651684 4450
ERX7651684 710
ERX7651717 341
ERX7651717 488
ERX7651736 4455
ERX7664216 1569
ERX7664216 2574
ERX7664217 4448
ERX7664221 4456
ERX7664222 4456
ERX7664224 4457
ERX7664229 4457
ERX7664230 4457
ERX7664231 4456
ERX7664372 4506
ERX7664375 4441
ERX7664377 3832
ERX7664382 4456
ERX7664435 3800
ERX7664435 664
ERX7664565 4444
ERX7664668 710
ERX770132 4455
ERX770135 711
ERX770136 747
ERX770139 710
ERX770139 917
ERX770140 710
ERX770143 747
ERX770144 747
ERX770146 747
ERX770156 710
ERX770158 710
ERX770160 711
ERX770161 3461
ERX770161 710
ERX770162 710
ERX770165 4455
ERX770166 711
ERX770174 710
ERX770178 3423
ERX770178 747
ERX770180 710
ERX770180 917
ERX770181 4455
ERX770182 747
ERX770632 710
ERX807409 4441
ERX807409 710
ERX807410 4206
ERX807411 747
ERX807415 3423
ERX807415 747
ERX807419 710
ERX807420 710
ERX807421 747
ERX807424 747
ERX807426 710
ERX807431 710
ERX807432 710
ERX807439 4450
ERX807440 710
ERX807440 917
ERX807443 710
ERX807444 747
ERX807455 710
ERX807456 3036
ERX807458 3423
ERX807458 747
ERX807459 710
ERX807463 3423
ERX807463 710
ERX807473 710
ERX807474 710
ERX807475 710
ERX807481 710
ERX807484 3461
ERX807484 710
ERX807488 710
ERX807489 710
ERX807492 710
ERX807496 747
ERX807498 710
ERX807505 710
ERX807513 710
ERX807514 710
ERX807517 747
ERX807522 710
ERX807533 1332
ERX807534 710
ERX807540 710
ERX807544 1332
ERX807544 710
ERX807545 710
ERX807547 710
ERX807548 710
ERX807553 710
ERX807558 710
ERX807560 710
ERX807563 4455
ERX807564 4447
ERX807566 710
ERX807570 3424
ERX807570 710
ERX807577 710
ERX807581 710
ERX807582 710
ERX807583 710
ERX807588 710
ERX807590 3461
ERX807590 710
ERX807591 710
ERX807592 4441
ERX807592 710
ERX807594 710
ERX807598 3459
ERX807598 710
ERX8207604 710
ERX8207608 4451
ERX8207611 747
ERX8207612 710
ERX8207614 710
ERX8207616 747
ERX8207619 710
ERX8207621 710
ERX8207623 1297
ERX8207635 747
ERX8207644 747
ERX8207649 747
ERX8207656 710
ERX8207657 747
ERX8207660 747
ERX8207661 1303
ERX8207665 1148
ERX8207668 710
ERX8207673 747
ERX8207675 710
ERX8207678 710
ERX8207681 747
ERX8207683 747
ERX8207687 747
ERX8207691 747
ERX8207694 747
ERX8207702 710
ERX8207703 747
ERX8207704 747
ERX8207705 4451
ERX8207707 710
ERX8207708 710
ERX8207716 710
ERX8207717 821
ERX8207720 747
ERX8207721 747
ERX8207722 710
ERX8207724 72
ERX8207726 747
ERX8207729 747
ERX8207746 747
ERX8207752 747
ERX8207758 747
ERX8207765 747
ERX8207768 1345
ERX8207774 747
ERX8207775 747
ERX8207777 747
ERX8207784 747
ERX8207785 72
ERX8207786 747
ERX8207789 747
ERX8207793 747
ERX8207794 710
